externalId;caseExternalId;title;description;status;scheduledStart;scheduledEnd;startedAt;completedAt;typeName;typeColor;assigneeEmail;teamName;notes
INT-0880;DOS-0880;Intervention 880;Notes terrain 880;planned;2025-05-17T08:00:00;2025-05-17T10:00:00;;;Pose;#2563eb;;Équipe Nord;Import historique
INT-0881;DOS-0881;Intervention 881;;in_progress;2026-06-18T09:00:00;2026-06-18T11:00:00;2026-06-18T09:15:00;;SAV;#ea580c;;;
INT-0882;DOS-0882;Intervention 882;;completed;2024-07-19T10:00:00;2024-07-19T12:00:00;2024-07-19T10:15:00;2024-07-19T11:45:00;Entretien;#16a34a;;;
INT-0883;DOS-0883;Intervention 883;;cancelled;2025-08-20T11:00:00;2025-08-20T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0884;DOS-0884;Intervention 884;;planned;2026-09-21T12:00:00;2026-09-21T14:00:00;;;Pose;#2563eb;;;
INT-0885;DOS-0885;Intervention 885;Notes terrain 885;in_progress;2024-10-22T13:00:00;2024-10-22T15:00:00;2024-10-22T13:15:00;;SAV;#ea580c;;;
INT-0886;DOS-0886;Intervention 886;;completed;2025-11-23T14:00:00;2025-11-23T16:00:00;2025-11-23T14:15:00;2025-11-23T15:45:00;Entretien;#16a34a;;;
INT-0887;DOS-0887;Intervention 887;;cancelled;2026-12-24T15:00:00;2026-12-24T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0888;DOS-0888;Intervention 888;;planned;2024-01-25T08:00:00;2024-01-25T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0889;DOS-0889;Intervention 889;;in_progress;2025-02-26T09:00:00;2025-02-26T11:00:00;2025-02-26T09:15:00;;SAV;#ea580c;;;
INT-0890;DOS-0890;Intervention 890;Notes terrain 890;completed;2026-03-27T10:00:00;2026-03-27T12:00:00;2026-03-27T10:15:00;2026-03-27T11:45:00;Entretien;#16a34a;;;
INT-0891;DOS-0891;Intervention 891;;cancelled;2024-04-01T11:00:00;2024-04-01T13:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0892;DOS-0892;Intervention 892;;planned;2025-05-02T12:00:00;2025-05-02T14:00:00;;;Pose;#2563eb;;;
INT-0893;DOS-0893;Intervention 893;;in_progress;2026-06-03T13:00:00;2026-06-03T15:00:00;2026-06-03T13:15:00;;SAV;#ea580c;;;
INT-0894;DOS-0894;Intervention 894;;completed;2024-07-04T14:00:00;2024-07-04T16:00:00;2024-07-04T14:15:00;2024-07-04T15:45:00;Entretien;#16a34a;;;
INT-0895;DOS-0895;Intervention 895;Notes terrain 895;cancelled;2025-08-05T15:00:00;2025-08-05T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0896;DOS-0896;Intervention 896;;planned;2026-09-06T08:00:00;2026-09-06T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0897;DOS-0897;Intervention 897;;in_progress;2024-10-07T09:00:00;2024-10-07T11:00:00;2024-10-07T09:15:00;;SAV;#ea580c;;;
INT-0898;DOS-0898;Intervention 898;;completed;2025-11-08T10:00:00;2025-11-08T12:00:00;2025-11-08T10:15:00;2025-11-08T11:45:00;Entretien;#16a34a;;;
INT-0899;DOS-0899;Intervention 899;;cancelled;2026-12-09T11:00:00;2026-12-09T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0900;DOS-0900;Intervention 900;Notes terrain 900;planned;2024-01-10T12:00:00;2024-01-10T14:00:00;;;Pose;#2563eb;;;
INT-0901;DOS-0901;Intervention 901;;in_progress;2025-02-11T13:00:00;2025-02-11T15:00:00;2025-02-11T13:15:00;;SAV;#ea580c;;;
INT-0902;DOS-0902;Intervention 902;;completed;2026-03-12T14:00:00;2026-03-12T16:00:00;2026-03-12T14:15:00;2026-03-12T15:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0903;DOS-0903;Intervention 903;;cancelled;2024-04-13T15:00:00;2024-04-13T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0904;DOS-0904;Intervention 904;;planned;2025-05-14T08:00:00;2025-05-14T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0905;DOS-0905;Intervention 905;Notes terrain 905;in_progress;2026-06-15T09:00:00;2026-06-15T11:00:00;2026-06-15T09:15:00;;SAV;#ea580c;;;
INT-0906;DOS-0906;Intervention 906;;completed;2024-07-16T10:00:00;2024-07-16T12:00:00;2024-07-16T10:15:00;2024-07-16T11:45:00;Entretien;#16a34a;;;
INT-0907;DOS-0907;Intervention 907;;cancelled;2025-08-17T11:00:00;2025-08-17T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0908;DOS-0908;Intervention 908;;planned;2026-09-18T12:00:00;2026-09-18T14:00:00;;;Pose;#2563eb;;;
INT-0909;DOS-0909;Intervention 909;;in_progress;2024-10-19T13:00:00;2024-10-19T15:00:00;2024-10-19T13:15:00;;SAV;#ea580c;;;
INT-0910;DOS-0910;Intervention 910;Notes terrain 910;completed;2025-11-20T14:00:00;2025-11-20T16:00:00;2025-11-20T14:15:00;2025-11-20T15:45:00;Entretien;#16a34a;;;
INT-0911;DOS-0911;Intervention 911;;cancelled;2026-12-21T15:00:00;2026-12-21T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0912;DOS-0912;Intervention 912;;planned;2024-01-22T08:00:00;2024-01-22T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0913;DOS-0913;Intervention 913;;in_progress;2025-02-23T09:00:00;2025-02-23T11:00:00;2025-02-23T09:15:00;;SAV;#ea580c;;Équipe Nord;
INT-0914;DOS-0914;Intervention 914;;completed;2026-03-24T10:00:00;2026-03-24T12:00:00;2026-03-24T10:15:00;2026-03-24T11:45:00;Entretien;#16a34a;;;
INT-0915;DOS-0915;Intervention 915;Notes terrain 915;cancelled;2024-04-25T11:00:00;2024-04-25T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0916;DOS-0916;Intervention 916;;planned;2025-05-26T12:00:00;2025-05-26T14:00:00;;;Pose;#2563eb;;;
INT-0917;DOS-0917;Intervention 917;;in_progress;2026-06-27T13:00:00;2026-06-27T15:00:00;2026-06-27T13:15:00;;SAV;#ea580c;;;
INT-0918;DOS-0918;Intervention 918;;completed;2024-07-01T14:00:00;2024-07-01T16:00:00;2024-07-01T14:15:00;2024-07-01T15:45:00;Entretien;#16a34a;;;
INT-0919;DOS-0919;Intervention 919;;cancelled;2025-08-02T15:00:00;2025-08-02T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0920;DOS-0920;Intervention 920;Notes terrain 920;planned;2026-09-03T08:00:00;2026-09-03T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0921;DOS-0921;Intervention 921;;in_progress;2024-10-04T09:00:00;2024-10-04T11:00:00;2024-10-04T09:15:00;;SAV;#ea580c;;;
INT-0922;DOS-0922;Intervention 922;;completed;2025-11-05T10:00:00;2025-11-05T12:00:00;2025-11-05T10:15:00;2025-11-05T11:45:00;Entretien;#16a34a;;;
INT-0923;DOS-0923;Intervention 923;;cancelled;2026-12-06T11:00:00;2026-12-06T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0924;DOS-0924;Intervention 924;;planned;2024-01-07T12:00:00;2024-01-07T14:00:00;;;Pose;#2563eb;;Équipe Nord;
INT-0925;DOS-0925;Intervention 925;Notes terrain 925;in_progress;2025-02-08T13:00:00;2025-02-08T15:00:00;2025-02-08T13:15:00;;SAV;#ea580c;;;
INT-0926;DOS-0926;Intervention 926;;completed;2026-03-09T14:00:00;2026-03-09T16:00:00;2026-03-09T14:15:00;2026-03-09T15:45:00;Entretien;#16a34a;;;
INT-0927;DOS-0927;Intervention 927;;cancelled;2024-04-10T15:00:00;2024-04-10T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0928;DOS-0928;Intervention 928;;planned;2025-05-11T08:00:00;2025-05-11T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0929;DOS-0929;Intervention 929;;in_progress;2026-06-12T09:00:00;2026-06-12T11:00:00;2026-06-12T09:15:00;;SAV;#ea580c;;;
INT-0930;DOS-0930;Intervention 930;Notes terrain 930;completed;2024-07-13T10:00:00;2024-07-13T12:00:00;2024-07-13T10:15:00;2024-07-13T11:45:00;Entretien;#16a34a;;;
INT-0931;DOS-0931;Intervention 931;;cancelled;2025-08-14T11:00:00;2025-08-14T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0932;DOS-0932;Intervention 932;;planned;2026-09-15T12:00:00;2026-09-15T14:00:00;;;Pose;#2563eb;;;
INT-0933;DOS-0933;Intervention 933;;in_progress;2024-10-16T13:00:00;2024-10-16T15:00:00;2024-10-16T13:15:00;;SAV;#ea580c;;;
INT-0934;DOS-0934;Intervention 934;;completed;2025-11-17T14:00:00;2025-11-17T16:00:00;2025-11-17T14:15:00;2025-11-17T15:45:00;Entretien;#16a34a;;;
INT-0935;DOS-0935;Intervention 935;Notes terrain 935;cancelled;2026-12-18T15:00:00;2026-12-18T17:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0936;DOS-0936;Intervention 936;;planned;2024-01-19T08:00:00;2024-01-19T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0937;DOS-0937;Intervention 937;;in_progress;2025-02-20T09:00:00;2025-02-20T11:00:00;2025-02-20T09:15:00;;SAV;#ea580c;;;
INT-0938;DOS-0938;Intervention 938;;completed;2026-03-21T10:00:00;2026-03-21T12:00:00;2026-03-21T10:15:00;2026-03-21T11:45:00;Entretien;#16a34a;;;
INT-0939;DOS-0939;Intervention 939;;cancelled;2024-04-22T11:00:00;2024-04-22T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0940;DOS-0940;Intervention 940;Notes terrain 940;planned;2025-05-23T12:00:00;2025-05-23T14:00:00;;;Pose;#2563eb;;;
INT-0941;DOS-0941;Intervention 941;;in_progress;2026-06-24T13:00:00;2026-06-24T15:00:00;2026-06-24T13:15:00;;SAV;#ea580c;;;
INT-0942;DOS-0942;Intervention 942;;completed;2024-07-25T14:00:00;2024-07-25T16:00:00;2024-07-25T14:15:00;2024-07-25T15:45:00;Entretien;#16a34a;;;
INT-0943;DOS-0943;Intervention 943;;cancelled;2025-08-26T15:00:00;2025-08-26T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0944;DOS-0944;Intervention 944;;planned;2026-09-27T08:00:00;2026-09-27T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0945;DOS-0945;Intervention 945;Notes terrain 945;in_progress;2024-10-01T09:00:00;2024-10-01T11:00:00;2024-10-01T09:15:00;;SAV;#ea580c;;;
INT-0946;DOS-0946;Intervention 946;;completed;2025-11-02T10:00:00;2025-11-02T12:00:00;2025-11-02T10:15:00;2025-11-02T11:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0947;DOS-0947;Intervention 947;;cancelled;2026-12-03T11:00:00;2026-12-03T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0948;DOS-0948;Intervention 948;;planned;2024-01-04T12:00:00;2024-01-04T14:00:00;;;Pose;#2563eb;;;
INT-0949;DOS-0949;Intervention 949;;in_progress;2025-02-05T13:00:00;2025-02-05T15:00:00;2025-02-05T13:15:00;;SAV;#ea580c;;;
INT-0950;DOS-0950;Intervention 950;Notes terrain 950;completed;2026-03-06T14:00:00;2026-03-06T16:00:00;2026-03-06T14:15:00;2026-03-06T15:45:00;Entretien;#16a34a;;;
INT-0951;DOS-0951;Intervention 951;;cancelled;2024-04-07T15:00:00;2024-04-07T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0952;DOS-0952;Intervention 952;;planned;2025-05-08T08:00:00;2025-05-08T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0953;DOS-0953;Intervention 953;;in_progress;2026-06-09T09:00:00;2026-06-09T11:00:00;2026-06-09T09:15:00;;SAV;#ea580c;;;
INT-0954;DOS-0954;Intervention 954;;completed;2024-07-10T10:00:00;2024-07-10T12:00:00;2024-07-10T10:15:00;2024-07-10T11:45:00;Entretien;#16a34a;;;
INT-0955;DOS-0955;Intervention 955;Notes terrain 955;cancelled;2025-08-11T11:00:00;2025-08-11T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0956;DOS-0956;Intervention 956;;planned;2026-09-12T12:00:00;2026-09-12T14:00:00;;;Pose;#2563eb;;;
INT-0957;DOS-0957;Intervention 957;;in_progress;2024-10-13T13:00:00;2024-10-13T15:00:00;2024-10-13T13:15:00;;SAV;#ea580c;;Équipe Nord;
INT-0958;DOS-0958;Intervention 958;;completed;2025-11-14T14:00:00;2025-11-14T16:00:00;2025-11-14T14:15:00;2025-11-14T15:45:00;Entretien;#16a34a;;;
INT-0959;DOS-0959;Intervention 959;;cancelled;2026-12-15T15:00:00;2026-12-15T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0960;DOS-0960;Intervention 960;Notes terrain 960;planned;2024-01-16T08:00:00;2024-01-16T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0961;DOS-0961;Intervention 961;;in_progress;2025-02-17T09:00:00;2025-02-17T11:00:00;2025-02-17T09:15:00;;SAV;#ea580c;;;
INT-0962;DOS-0962;Intervention 962;;completed;2026-03-18T10:00:00;2026-03-18T12:00:00;2026-03-18T10:15:00;2026-03-18T11:45:00;Entretien;#16a34a;;;
INT-0963;DOS-0963;Intervention 963;;cancelled;2024-04-19T11:00:00;2024-04-19T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0964;DOS-0964;Intervention 964;;planned;2025-05-20T12:00:00;2025-05-20T14:00:00;;;Pose;#2563eb;;;
INT-0965;DOS-0965;Intervention 965;Notes terrain 965;in_progress;2026-06-21T13:00:00;2026-06-21T15:00:00;2026-06-21T13:15:00;;SAV;#ea580c;;;
INT-0966;DOS-0966;Intervention 966;;completed;2024-07-22T14:00:00;2024-07-22T16:00:00;2024-07-22T14:15:00;2024-07-22T15:45:00;Entretien;#16a34a;;;
INT-0967;DOS-0967;Intervention 967;;cancelled;2025-08-23T15:00:00;2025-08-23T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0968;DOS-0968;Intervention 968;;planned;2026-09-24T08:00:00;2026-09-24T10:00:00;;;Pose;#2563eb;;Équipe Nord;Import historique
INT-0969;DOS-0969;Intervention 969;;in_progress;2024-10-25T09:00:00;2024-10-25T11:00:00;2024-10-25T09:15:00;;SAV;#ea580c;;;
INT-0970;DOS-0970;Intervention 970;Notes terrain 970;completed;2025-11-26T10:00:00;2025-11-26T12:00:00;2025-11-26T10:15:00;2025-11-26T11:45:00;Entretien;#16a34a;;;
INT-0971;DOS-0971;Intervention 971;;cancelled;2026-12-27T11:00:00;2026-12-27T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0972;DOS-0972;Intervention 972;;planned;2024-01-01T12:00:00;2024-01-01T14:00:00;;;Pose;#2563eb;;;
INT-0973;DOS-0973;Intervention 973;;in_progress;2025-02-02T13:00:00;2025-02-02T15:00:00;2025-02-02T13:15:00;;SAV;#ea580c;;;
INT-0974;DOS-0974;Intervention 974;;completed;2026-03-03T14:00:00;2026-03-03T16:00:00;2026-03-03T14:15:00;2026-03-03T15:45:00;Entretien;#16a34a;;;
INT-0975;DOS-0975;Intervention 975;Notes terrain 975;cancelled;2024-04-04T15:00:00;2024-04-04T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0976;DOS-0976;Intervention 976;;planned;2025-05-05T08:00:00;2025-05-05T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0977;DOS-0977;Intervention 977;;in_progress;2026-06-06T09:00:00;2026-06-06T11:00:00;2026-06-06T09:15:00;;SAV;#ea580c;;;
INT-0978;DOS-0978;Intervention 978;;completed;2024-07-07T10:00:00;2024-07-07T12:00:00;2024-07-07T10:15:00;2024-07-07T11:45:00;Entretien;#16a34a;;;
INT-0979;DOS-0979;Intervention 979;;cancelled;2025-08-08T11:00:00;2025-08-08T13:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0980;DOS-0980;Intervention 980;Notes terrain 980;planned;2026-09-09T12:00:00;2026-09-09T14:00:00;;;Pose;#2563eb;;;
INT-0981;DOS-0981;Intervention 981;;in_progress;2024-10-10T13:00:00;2024-10-10T15:00:00;2024-10-10T13:15:00;;SAV;#ea580c;;;
INT-0982;DOS-0982;Intervention 982;;completed;2025-11-11T14:00:00;2025-11-11T16:00:00;2025-11-11T14:15:00;2025-11-11T15:45:00;Entretien;#16a34a;;;
INT-0983;DOS-0983;Intervention 983;;cancelled;2026-12-12T15:00:00;2026-12-12T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0984;DOS-0984;Intervention 984;;planned;2024-01-13T08:00:00;2024-01-13T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0985;DOS-0985;Intervention 985;Notes terrain 985;in_progress;2025-02-14T09:00:00;2025-02-14T11:00:00;2025-02-14T09:15:00;;SAV;#ea580c;;;
INT-0986;DOS-0986;Intervention 986;;completed;2026-03-15T10:00:00;2026-03-15T12:00:00;2026-03-15T10:15:00;2026-03-15T11:45:00;Entretien;#16a34a;;;
INT-0987;DOS-0987;Intervention 987;;cancelled;2024-04-16T11:00:00;2024-04-16T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0988;DOS-0988;Intervention 988;;planned;2025-05-17T12:00:00;2025-05-17T14:00:00;;;Pose;#2563eb;;;
INT-0989;DOS-0989;Intervention 989;;in_progress;2026-06-18T13:00:00;2026-06-18T15:00:00;2026-06-18T13:15:00;;SAV;#ea580c;;;
INT-0990;DOS-0990;Intervention 990;Notes terrain 990;completed;2024-07-19T14:00:00;2024-07-19T16:00:00;2024-07-19T14:15:00;2024-07-19T15:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0991;DOS-0991;Intervention 991;;cancelled;2025-08-20T15:00:00;2025-08-20T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0992;DOS-0992;Intervention 992;;planned;2026-09-21T08:00:00;2026-09-21T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0993;DOS-0993;Intervention 993;;in_progress;2024-10-22T09:00:00;2024-10-22T11:00:00;2024-10-22T09:15:00;;SAV;#ea580c;;;
INT-0994;DOS-0994;Intervention 994;;completed;2025-11-23T10:00:00;2025-11-23T12:00:00;2025-11-23T10:15:00;2025-11-23T11:45:00;Entretien;#16a34a;;;
INT-0995;DOS-0995;Intervention 995;Notes terrain 995;cancelled;2026-12-24T11:00:00;2026-12-24T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0996;DOS-0996;Intervention 996;;planned;2024-01-25T12:00:00;2024-01-25T14:00:00;;;Pose;#2563eb;;;
INT-0997;DOS-0997;Intervention 997;;in_progress;2025-02-26T13:00:00;2025-02-26T15:00:00;2025-02-26T13:15:00;;SAV;#ea580c;;;
INT-0998;DOS-0998;Intervention 998;;completed;2026-03-27T14:00:00;2026-03-27T16:00:00;2026-03-27T14:15:00;2026-03-27T15:45:00;Entretien;#16a34a;;;
INT-0999;DOS-0999;Intervention 999;;cancelled;2024-04-01T15:00:00;2024-04-01T17:00:00;;;Diagnostic;#7c3aed;;;
INT-1000;DOS-1000;Intervention 1000;Notes terrain 1000;planned;2025-05-02T08:00:00;2025-05-02T10:00:00;;;Pose;#2563eb;;;Import historique
